Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset,emotion_vector,lang,desc_length,genre_inferred
15120,15120,9780452273054,907781,The Bluest Eye,[Toni Morrison],"Originally published in 1970, The Bluest Eye is Toni Morrison's first novel. In an afterword written more than two decades later, the author expressed her dissatisfaction with the book's language and structure: ""It required a sophistication unavailable to me."" Perhaps we can chalk up this verdict to modesty, or to the Nobel laureate's impossibly high standards of quality control. In any case, her debut is nothing if not sophisticated, in terms of both narrative ingenuity and rhetorical sweep. It also shows the young author drawing a bead on the subjects that would dominate much of her career: racial hatred, historical memory, and the dazzling or degrading power of language itself.<br /><br />Set in Lorain, Ohio, in 1941, The Bluest Eye is something of an ensemble piece. The point of view is passed like a baton from one character to the next, with Morrison's own voice functioning as a kind of gold standard throughout. The focus, though, is on an 11-year-old black girl named Pecola Breedlove, whose entire family has been given a cosmetic cross to bear:<br /><br /> You looked at them and wondered why they were so ugly; you looked closely and could not find the source. Then you realized that it came from conviction, their conviction. It was as though some mysterious all-knowing master had given each one a cloak of ugliness to wear, and they had each accepted it without question.... And they took the ugliness in their hands, threw it as a mantle over them, and went about the world with it. <br /><br />There are far uglier things in the world than, well, ugliness, and poor Pecola is subjected to most of them. She's spat upon, ridiculed, and ultimately raped and impregnated by her own father. No wonder she yearns to be the very opposite of what she is--yearns, in other words, to be a white child, possessed of the blondest hair and the bluest eye.<br /><br />This vein of self-hatred is exactly what keeps Morrison's novel from devolving into a cut-and-dried scenario of victimization. She may in fact pin too much of the blame on the beauty myth: ""Along with the idea of romantic love, she was introduced to another--physical beauty. Probably the most destructive ideas in the history of human thought. Both originated in envy, thrived in insecurity, and ended in disillusion."" Yet the destructive power of these ideas is essentially colorblind, which gives The Bluest Eye the sort of universal reach that Morrison's imitators can only dream of. And that, combined with the novel's modulated pathos and musical, fine-grained language, makes for not merely a sophisticated debut but a permanent one. --James Marcus",4.06,16.0,,,"{'Anger': 0.10614723490738133, 'Anticipation': 0.1344531642160163, 'Disgust': 0.10139693189191835, 'Fear': 0.12751135542795577, 'Joy': 0.16040842811493775, 'Sadness': 0.1278174316531789, 'Surprise': 0.03882270840730175, 'Trust': 0.20344274538130977}",en,2638,
12983,12983,9780609609767,1860346,Love in the Driest Season,[Neely Tucker],"Foreign correspondent Neely Tucker and his wife, Vita, arrived in Zimbabwe in 1997. After witnessing firsthand the devastating consequences of AIDS on the population, especially the children, the couple started volunteering at an orphanage that was desperately underfunded and short-staffed. One afternoon, a critically ill infant was brought to the orphanage from a village outside the city. She’d been left to die in a field on the day she was born, abandoned in the tall brown grass that covers the highlands of Zimbabwe in the dry season. After a near-death hospital stay, and under strict doctor’s orders, the ailing child was entrusted to the care of Tucker and Vita. Within weeks Chipo, the girl-child whose name means gift, would come to mean everything to them. <br /><br />Still an active correspondent, Tucker crisscrossed the continent, filing stories about the uprisings in the Congo, the civil war in Sierra Leone, and the postgenocidal conflict in Rwanda. He witnessed heartbreaking scenes of devastation and violence, steeling him further to take a personal role in helping anywhere he could. At home in Harare, Vita was nursing Chipo back to health. Soon she and Tucker decided to alter their lives forever—they would adopt Chipo. That decision challenged an unspoken social norm—that foreigners should never adopt Zimbabwean children. <br /><br />Raised in rural Mississippi in the sixties and seventies, Tucker was familiar with the mores associated with and dictated by race. His wife, a savvy black woman whose father escaped the Jim Crow South for a new life in the industrial North, would not be deterred in her resolve to welcome Chipo into their loving family. <br /><br />As if their situation wasn’t tenuous enough, Zimbabwe President Robert Mugabe was stirring up national fervor against foreigners, especially journalists, abroad and at home. At its peak, his antagonizing branded all foreign journalists personae non grata. For Tucker, the only full-time American correspondent in Zimbabwe, the declaration was a direct threat to his life and his wife’s safety, and an ultimatum to their decision to adopt the child who had already become their only daughter. <br /><br />Against a background of war, terrorism, disease, and unbearable uncertainty about the future, Chipo’s story emerges as an inspiring testament to the miracles that love—and dogged determination—can sometimes achieve. Gripping, heartbreaking, and triumphant, this family memoir will resonate throughout the ages.<br /><br /><br /><i>From the Hardcover edition.</i>",4.05,17.0,,,"{'Anger': 0.09460356709480962, 'Anticipation': 0.1324495730018087, 'Disgust': 0.04854957987041234, 'Fear': 0.18498294296769466, 'Joy': 0.15144126199143712, 'Sadness': 0.16137784188474485, 'Surprise': 0.03246559974357213, 'Trust': 0.19412963344552053}",en,2564,
4588,4588,9780140274059,841719,"Rainbow Six (John Clark, #2)",[Tom Clancy],"For many readers, Jack Ryan embodies the essence of the modern American hero. Morally centered, disciplined, humble yet powerful, Ryan (and his onscreen incarnations in <a href=""https://www.goodreads.com/author/show/1414078.Alec_Baldwin"" title=""Alec Baldwin"" rel=""nofollow"">Alec Baldwin</a> and <a href=""https://www.goodreads.com/author/show/1820344.Harrison_Ford"" title=""Harrison Ford"" rel=""nofollow"">Harrison Ford</a>) has made Tom Clancy one of the most popular writers in the world. But as Clancy has constructed the Ryan mythology, he has quietly established Ryan's shadow double, John Clark. Appearing in <i><a href=""https://www.goodreads.com/book/show/382549.The_Cardinal_of_the_Kremlin"" title=""The Cardinal of the Kremlin"" rel=""nofollow"">The Cardinal of the Kremlin</a>, <a href=""https://www.goodreads.com/book/show/32669.Clear_and_Present_Danger"" title=""Clear and Present Danger"" rel=""nofollow"">Clear and Present Danger</a>,</i> and <i><a href=""https://www.goodreads.com/book/show/19668.Without_Remorse"" title=""Without Remorse"" rel=""nofollow"">Without Remorse</a>,</i> Clark has many of Jack Ryan's most appealing traits, but he is also a darker figure embodying the more paranoid sensibilities of the late '90s. As is made clear from the opening pages of <i>Rainbow Six</i>, ex-Navy SEAL Clark and his colleagues believe violent, deadly force to be the best deterrent for terrorism. Clark (a. k. a. Rainbow Six) has left the CIA to create an England-based organization code-named ""Rainbow. "" Its mission: deploy an elite squad of American operatives combined with handpicked British, French, and German agents to stop terrorism in its tracks. Rainbow's emergence could not be more timely: in quick succession, the force diffuses three attempted terrorist actions. But Clark becomes suspicious when Russian agents suddenly show interest in Rainbow's work. Rainbow Six appeals on all the levels that Clancy fans could hope for. The Rainbow operatives, from Navy SEALs to German mountain-leader school graduates, are rendered to inspire with their physical and mental prowess. The book is infatuated with the latest gadgets for scrambling, transmitting, and decoding secrets. And, in a carefully woven narrative that simultaneously traces the Rainbow team, a former KGB agent named Popov, the Australian Olympic security team, and a sinister group of American scientists, Clancy artfully reveals the mystery of ""Shiva"" at the center of the novel. How does Clark measure up against Jack Ryan? He may be the perfect hero for a world with hidden villains.",4.09,18.0,"{'Anger': 0.03739016954110275, 'Anticipation': 0.04781351603721579, 'Disgust': 0.02706807519659793, 'Fear': 0.052780496585552464, 'Joy': 0.05758997378694295, 'Sadness': 0.028429354123775133, 'Surprise': 0.02763621226951073, 'Trust': 0.08002857560723166, 'Objective': 0.6412636268520706}","{'Anger': 0.043614941480071945, 'Anticipation': 0.053233584443343855, 'Disgust': 0.03791152933816438, 'Fear': 0.051184735291817655, 'Joy': 0.06094935224044, 'Sadness': 0.03293798712300915, 'Surprise': 0.029439824831217584, 'Trust': 0.09640539061074474, 'Objective': 0.5943226546411907}","{'Anger': 0.09516875789186299, 'Anticipation': 0.1278965270115008, 'Disgust': 0.08272378763920962, 'Fear': 0.1299327698590556, 'Joy': 0.14055763477311245, 'Sadness': 0.10174388842754274, 'Surprise': 0.07151876414847509, 'Trust': 0.25045787024924077}",en,2558,
20412,20412,9780553802511,424502,The Survivors Club,[Lisa Gardner],"One of today's most electrifying suspense novelists, ""New York Times"" bestselling author Lisa Gardner returns with a shattering thriller that dares to play on our deepest vulnerabilities. In this masterful new novel, the killer may very well be the one you sympathize with the most... <br /><br />THE FIRST RULE IS NEVER BLAME THE VICTIM.<br /><br />They survived what no woman should ever have to endure. Now these three women have the means, the opportunity, and the perfect motive. Are they trying to get away with murder--or is someone trying to make sure that this time they don't get away at all? The Survivors Club... that's what Jillian Hayes, Carol Rosen, and Meg Pesaturo call it. They won't consider themselves victims. They are survivors. They faced the blazing headlines and helped lead the investigation that caught the man who changed their lives forever. <br /><br />And now that Eddie Como, the College Hill rapist, has been murdered, shot down outside a packed courthouse moments before his trial was about to begin, all three women are openly ecstatic that he's dead. They are also the prime suspects in his murder. Detective Sergeant Roan Griffin knows all too well what can drive even the best people to cross the line. But he has never seen a case quite like this one. No one doubts that the murder of Eddie Como was a professional job, especially when the gunman is killed only blocks away from the shooting.<br /><br />But questions taunt Griffin: Who ordered the deaths of Eddie Como and his killer? Could three ordinary women have been driven to do the unthinkable? Had someone in the Survivors Club become a killer? Griffin seeks the truth--and finds himself confronted with the leader of the Survivors Club. Jillian Hayes is beautiful, successful, cool as ice, and she harbors a pain that mirrors Griffin's own. Did the horror of what happened to her push her over the thin and desperate line that separates survival and revenge? And if it did, could he blame her--or anyone in the Survivors Club? Then another woman is brutally attacked.<br /><br />Suddenly, with the city on the ragged edge of panic, gripped in a media and political firestorm of controversy, cover-up, and conspiracy, the hunt is on for a ruthless and cunning killer. For Griffin, this may well be the case that shatters his career. For Jillian, the harrowing nightmare is beginning all over again. Someone is out there. Someone who wants to finish what was started. Someone who wants to make sure that no one survives the Survivors Club.",4.06,16.0,,,"{'Anger': 0.18494980605877714, 'Anticipation': 0.10499454124246647, 'Disgust': 0.08726911230838874, 'Fear': 0.22269067928246183, 'Joy': 0.05654917763595858, 'Sadness': 0.14377390980179833, 'Surprise': 0.11008938160709374, 'Trust': 0.08968339206305533}",en,2536,
2512,2512,9780679452355,2018856,Still Me,[Christopher Reeve],"Christopher Reeve has beaten the odds before. He scored his first role in a Euripides play at 15, costarred with Katharine Hepburn at 22, and was one of two advanced-program students accepted at Juilliard, to which 2,000 drama students annually apply. (The other advanced student became his best friend, Robin Williams.) Reeve rode a sailplane to 32,000 feet over Pikes Peak, fell 90 feet from a parasail harness into four feet of water and walked away. He survived emergency appendectomy, malaria in Kenya, and the disastrous film <i>Changing Channels</i>, with Burt Reynolds. He flew vintage airplanes upside down. On his first solo transatlantic flight, a radar controller informed him he was about to run out of gas 200 miles west of Iceland. The radar controller had misread his screen, and Reeve landed safely.<p> Then, in 1995, his horse balked at a 3-foot-3-inch racecourse fence, made an abrupt ""dirty stop,"" Reeve's hands got tangled in the reins, he landed on his head and got a ""hangman's injury""--a broken neck. Ace paramedics got oxygen to him 60 seconds before brain damage set in, and a helicopter named Pegasus lofted him to a hospital.</p><p> Reeve was already important. His interpretation of <i>Superman</i> was classic, and his starring role in <i>The Bostonians</i> launched the Merchant/Ivory school of filmmaking. But it was not until his paralysis that Reeve really got moving as a public figure of the first rank. As his memoir <i>Still Me</i> details, since the accident, Reeve has directed his first film, started the Christopher Reeve Foundation to fund spinal-cord-repair research, lobbied Congress, and crisscrossed the country on speaking engagements.</p><p> Says Reeve, ""Lindbergh made it across the Atlantic [where he was feted by Reeve's grandma]; Houdini got out of those straitjackets; with enough money and grass-roots support, why shouldn't I be able to get out of this wheelchair?"" Part Hollywood reminiscence, part scientific detective story, and part soapbox speech, <i>Still Me</i> explains the tantalizing but quite real possiblity that Reeve (and a quarter-million other paralyzed people, plus 49 million disabled Americans) may get back on their feet. Bobby Kennedy once tried to bolster Reeve's faith by saying, ""Just fake it till you make it. The prayers will seem phony, but one day they'll become real."" Christopher Reeve has more than a prayer, he has a program. He ain't fake, and he just might make it, leading a cast of millions. <i>--Tim Appelo</i></p>",4.09,19.0,,,"{'Anger': 0.08100235425561629, 'Anticipation': 0.1674181663407951, 'Disgust': 0.048149182660973885, 'Fear': 0.15471582671614595, 'Joy': 0.09178936727717701, 'Sadness': 0.13306199539789582, 'Surprise': 0.07315483553462883, 'Trust': 0.25070827181676714}",en,2507,
8216,8216,9780345452061,1058108,Rise to Rebellion,[Jeff Shaara],"Jeff Shaara dazzled readers with his bestselling novels <i>Gods</i> <i>and Generals, </i> <i>The Last Full Measure</i>, and <i>Gone for Soldiers</i>. Now the acclaimed author who illuminated the Civil War and the Mexican-American War brilliantly brings to life the American Revolution, creating a superb saga of the men who helped to forge the destiny of a nation.<br /><br />In 1770, the fuse of revolution is lit by a fateful command--""Fire!""--as England's peacekeeping mission ignites into the Boston Massacre. The senseless killing of civilians leads to a tumultuous trial in which lawyer John Adams must defend the very enemy who has assaulted and abused the laws he holds sacred.<br /><br />The taut courtroom drama soon broadens into a stunning epic of war as King George III leads a reckless and corrupt government in London toward the escalating abuse of his colonies. Outraged by the increasing loss of their liberties, an extraordinary gathering of America's most inspiring characters confronts the British presence with the ideals that will change history.<br /><br />John Adams, the idealistic attorney devoted to the law, who rises to greatness by the power of his words . . . Ben Franklin, one of the most celebrated men of his time, the elderly and audacious inventor and philosopher who endures firsthand the hostile prejudice of the British government . . . Thomas Gage, the British general given the impossible task of crushing a colonial rebellion without starting an all-out war . . . George Washington, the dashing Virginian whose battle experience in the French and Indian War brings him the recognition that elevates him to command of a colonial army . . . and many other immortal names from the Founding Family of the colonial struggle--Abigail Adams, Thomas Jefferson, Joseph Warren, Samuel Adams, Richard Henry Lee-- captured as never before in their full flesh-and-blood humanity.<br /><br />More than a powerful portrait of the people and purpose of the revolution, <i>Rise to Rebellion</i> is a vivid account of history's most pivotal events. The Boston Tea Party, the battles of Concord and Bunker Hill--all are recreated with the kind of breathtaking detail only a master like Jeff Shaara can muster. His most impressive achievement, <i>Rise to Rebellion</i> reveals with new immediacy how philosophers became fighters, ideas their ammunition, and how a scattered group of colonies became the United States of America.<br /><br />Length: 6 hrs and 1 min",4.19,17.0,,,"{'Anger': 0.16834136505007008, 'Anticipation': 0.11061553709969582, 'Disgust': 0.07126866946922315, 'Fear': 0.20543251649065242, 'Joy': 0.13759014320380056, 'Sadness': 0.08216275334085238, 'Surprise': 0.06440753272497352, 'Trust': 0.16018148262073212}",en,2485,
21665,21665,9780937295229,984703,Samantha's Surprise: A Christmas Story,"[Maxine Rose Schur, Rose Schur]",The books in this collection tell the stories of six American girls who lived long ago:,4.07,17.0,,,"{'Anger': 0.0, 'Anticipation': 0.17644502390265102, 'Disgust': 0.0, 'Fear': 0.2059973924380704, 'Joy': 0.19469795740982182, 'Sadness': 0.4228596262494567, 'Surprise': 0.0, 'Trust': 0.0}",en,87,
1947,1947,9780373225330,660504,Stolen Moments,[B.J. Daniels],"Stolen Moments by B.J. Daniels released on Aug 25, 1999 is available now for purchase.",4.22,15.0,,,"{'Anger': 1.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0}",en,86,
18377,18377,9780778320067,1459875,"Grave Concerns (Dr. Rhea Lynch, #4)",[Gwen Hunter],"Grave Concerns by Gwen Hunter released on Dec 25, 2003 is available now for purchase.",4.09,16.0,,,"{'Anger': 0.0, 'Anticipation': 0.15964590964590963, 'Disgust': 0.0, 'Fear': 0.4526862026862027, 'Joy': 0.0, 'Sadness': 0.3876678876678876, 'Surprise': 0.0, 'Trust': 0.0}",en,85,
11144,11144,9780440846352,5922545,Oliver Button Is A Sissy,[Tomie dePaola],His classmates' taunts don't stop Oliver Button from doing what he likes best.,4.11,17.0,,,"{'Anger': 0.1828236824983735, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.26350032530904366, 'Joy': 0.1828236824983735, 'Sadness': 0.21340273259596618, 'Surprise': 0.0, 'Trust': 0.15744957709824334}",en,78,
10994,10994,9780606170970,1303749,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",[J.K. Rowling],"""First Scholastic trade paperback printing, September 1999""--Title page verso.",4.47,18.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 1.0}",en,78,
19383,19383,9780450494758,155270,"The Art Of Darkness: The Life And Fiction Of The Master Of The Macabre, Stephen King",[Douglas E. Winter],"A critical look at the work of Stephen King, writer of horror stories.",4.16,17.0,,,"{'Anger': 0.17209729233593393, 'Anticipation': 0.0, 'Disgust': 0.1505277650298302, 'Fear': 0.2078935291418082, 'Joy': 0.02661771454795778, 'Sadness': 0.16498393758604865, 'Surprise': 0.17026158788435064, 'Trust': 0.10761817347407067}",en,70,
2964,2964,9780307021496,38685,Walt Disney's Alice In Wonderland,"[Teddy Slater, Franc Mateu]",The tale of Alice through the looking glass as retold by Walt Disney.,4.4,13.0,,,"{'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",en,69,
10898,10898,9780451402394,865806,The Search for the Green River Killer,"[Carlton Smith, Tomas Guillen]",The true story of America's most notorious serial killer case ever.,4.01,16.0,,,"{'Anger': 0.16539561487130597, 'Anticipation': 0.06959008579599618, 'Disgust': 0.13409596441054972, 'Fear': 0.21607880521131234, 'Joy': 0.05211312360978709, 'Sadness': 0.1579281855735621, 'Surprise': 0.0794407372100413, 'Trust': 0.12535748331744517}",en,67,
11542,11542,9780811822183,1171843,Snow Monkeys,[Mitsuaki Iwago],A series of photographs of these monkeys in a variety of locations.,4.38,18.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 1.0}",en,67,
7606,7606,9780385487337,336284,Les Liaisons Dangereuses,"[Pierre Choderlos de Laclos, Ernest Dowson]",Introduction by Peter Washington; Translation by Richard Aldington,4.07,19.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 1.0}",en,66,
16423,16423,9780194312820,2766059,Oxford Learner's Pocket Dictionary,[Fergus McGauran],"A practical, useful little dictionary to carry around.",4.23,19.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 1.0}",en,54,
19646,19646,9780823404421,576570,The Princess and the Pea,"[Janet Stevens, Hans Christian Andersen]",In this rendition a tiger is proven to be a princess.,4.12,18.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.3872832369942197, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.6127167630057804}",en,53,
4027,4027,9780877799139,583753,Merriam Webster's Rhyming Dictionary,[Merriam-Webster],An up-to-date guide to words that rhyme.,4.16,18.0,"{'Anger': 0.03137651821862348, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.1740890688259109, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.28846153846153844, 'Objective': 0.5060728744939271}","{'Anger': 0.03137651821862348, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.1740890688259109, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.28846153846153844, 'Objective': 0.5060728744939271}","{'Anger': 0.06352459016393443, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.35245901639344257, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.5840163934426229}",en,40,
4181,4181,9780439207300,34097705,Mary on Horseback,"[Rosemary Wells, Peter McCarty]",Mass market paperback book. Fiction.,4.06,13.0,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.03288201160541586, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 0.9671179883945841}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.03288201160541586, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 0.9671179883945841}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 1.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0}",en,36,
18898,18898,9780312195267,1202593The Silence of the Lambs,[Thomas  Harris],"As part of the search for a serial murderer nicknames ""Buffalo Bill,"" FBI trainee Clarice Starling is given an assignment. She must visit a man confined to a high-security facility for the criminally insane and interview him.<br /><br />That man, Dr. Hannibal Lecter, is a former psychiatrist with unusual tastes and an intense curiosity about the darker corners of the mind. His intimate understanding of the killer and of Clarice herself form the core of Thomas Harris' <i>The Silence of the Lambs</i>--an unforgettable classic of suspense fiction.",4.2,16.0,,,"{'Anger': 0.14699295573924018, 'Anticipation': 0.1361618958426646, 'Disgust': 0.08143654057575635, 'Fear': 0.19353393867828497, 'Joy': 0.10460523636955903, 'Sadness': 0.11071297691274075, 'Surprise': 0.0938148947432713, 'Trust': 0.13274156113848284}",en,,3,
