Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset,emotion_vector,lang
7717,7717,9780590300940,1829149,"The Long Winter (Little House, #6)","[Laura Ingalls Wilder, Garth Williams]","Gray clouds to the northwest mean only one thing-- A blizzard is moments away.... The first terrible storm comes to the barren prairie in October. Then is snows almost without stopping until April. Snow has reached the rooftops, and no trains can get through with food or coal. The people of De Smet are starving, including the Ingalls family, who wonder how they're going to make it through this terrible winter. It is young Almanzo Wilder who finally understands what needs to be done. He must save the town, even if it mean risking his own life.",4.15,17.0,,,"{'Anger': 0.1566694197811274, 'Anticipation': 0.11774726409250463, 'Disgust': 0.07134007846376214, 'Fear': 0.16131530043361553, 'Joy': 0.1566177988849887, 'Sadness': 0.18026016931653932, 'Surprise': 0.05079496180053686, 'Trust': 0.10525500722692545}",en
7724,7724,9780590432085,1819278,Yesterday's Doll,[Cora Taylor],"While Meg is recovering from rheumatic fever her grandmother gives her the old-fashioned family doll named Jessie, and when Meg falls asleep holding Jessie, she wakes up to discover that she has gone back in time and is now Morag, a girl traveling the Canadian prairies by covered wagon.",4.31,19.0,,,"{'Anger': 0.03682051282051282, 'Anticipation': 0.09538461538461537, 'Disgust': 0.028820512820512824, 'Fear': 0.1448205128205128, 'Joy': 0.2182564102564102, 'Sadness': 0.1794871794871795, 'Surprise': 0.0, 'Trust': 0.2964102564102564}",en
7762,7762,9780874066753,5010654,Jake's Journal,[Ruth E. Kelley],The judge orders Jake to keep a journal while spending two months with his father and stepmother in California.,4.3,19.0,,,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.2789393166751657, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.7210606833248343}",en
7770,7770,9781558745155,2743,The Lost Boy (Dave Pelzer #2),[Dave Pelzer],"Imagine a young boy who has never had a loving home. His only possesions are the old, torn clothes he carries in a paper bag. The only world he knows is one of isolation and fear. Although others had rescued this boy from his abusive alcoholic mother, his real hurt is just begining -- he has no place to call home. <br /> <br />This is Dave Pelzer's long-awaited sequel to A Child Called ""It"". In The Lost Boy, he answers questions and reveals new adventures through the compelling story of his life as an adolescent. Now considered an F-Child (Foster Child), Dave is moved in and out of five different homes. He suffers shame and experiences resentment from those who feel that all foster kids are trouble and unworthy of being loved just because they are not part of a ""real"" family. <br /> <br />Tears, laughter, devastation and hope create the journey of this little lost boy who searches desperately for just one thing -- the love of a family.",4.1,16.444444444444443,,,"{'Anger': 0.062180974477958235, 'Anticipation': 0.19860788863109047, 'Disgust': 0.058004640371229696, 'Fear': 0.0894044856921887, 'Joy': 0.24764114462490333, 'Sadness': 0.15558778035576182, 'Surprise': 0.06448182521268368, 'Trust': 0.12409126063418406}",en
7796,7796,9780312977023,1006596,"K-Pax (K-Pax, #1)",[Gene Brewer],"Imagine a time and space traveler from another planet. One that looks human and exemplifies the ideal world he comes from, a world free from human nature's greed and cruelty. That creature would be ""prot"", as he calls himself, the newest patient at the Manhattan Psychiatric Institute.<br /><br />Prot seems to know more than he should about faster-than-the-speed-of-light-travel. And besides drawing constellations as viewed from K-PAX, the name of his home planet, ""prot"" can describe its orbit around double suns in unpublished detail. Who is ""prot"" and where did he really come from? Why does he have the ability to cure severe mental cases? And to disappear at will? And to charm everyone he comes into contact with?<br /><br />Bizarre delusion or reality? Listen in as a psychiatrist who specializes in delusional behavior documents his sessions with the man from K-PAX.<br /><br />(P)2004 Brilliance Audio, Inc.",4.09,16.666666666666668,,,"{'Anger': 0.136432683082827, 'Anticipation': 0.22109849696194436, 'Disgust': 0.08994243684042212, 'Fear': 0.15885833066837224, 'Joy': 0.13751199232491207, 'Sadness': 0.09873680844259672, 'Surprise': 0.029980812280140705, 'Trust': 0.12743843939878477}",en
7826,7826,9780449911501,336886,The Twelfth Angel,[Og Mandino],"""A very special story about life and love and courage.""<br />MERLIN OLSEN, SPORTSCASTER<br />John Harding had a high-powered career, a loving wife, and a beautiful son. He's lost it all and has returned to his home town of Boland, New Hampshire, teetering on the brink of suicide. But an old friend asks John to manage his old Little League team, the Angels. Reluctantly, he agrees, and meets a hopeless player who bears a striking resemblance to his dead son--and through their extroardinary relationship, John finds the wisdom in living that he thought had slipped beyond his grasp forever....<br />AN ALTERNATE SELECTION OF THE LITERARY GUILD",4.17,19.0,,,"{'Anger': 0.03099889711674807, 'Anticipation': 0.0975657791082401, 'Disgust': 0.03875846856782732, 'Fear': 0.09157869859776273, 'Joy': 0.25681424294942495, 'Sadness': 0.08763982984086968, 'Surprise': 0.057231763037655585, 'Trust': 0.33941232078147154}",en
7851,7851,9781877135767,6364984,Boy Next Door,[Penelope Todd],"""Thirteen year old Hilary is intrigued by the boy moving in next door. But why is he unpacking the removal van on his own? Where are his parents? Joe looks fierce and secretive; will he turn out to be an obnoxious brat or the best friend she's ever had?""--Back cover. Suggested level: intermediate, junior secondary.",4.0,15.0,,,"{'Anger': 0.21889952153110048, 'Anticipation': 0.0861244019138756, 'Disgust': 0.13822434875066456, 'Fear': 0.08732057416267944, 'Joy': 0.06259968102073366, 'Sadness': 0.0931685273790537, 'Surprise': 0.05715045188729399, 'Trust': 0.25651249335459864}",en
7900,7900,9780316516006,1766647,"LIFE One Nation: America Remembers September 11, 2001",[LIFE Magazine],"With an Introduction by Rudolph Guiliani<br /><br /> During our nation's most trying times, it has been <i>Life</i> that has provided the images that help us understand, remember, and in the process, renew. Now the editors of <i>Life</i> have assembled a moving, brilliantly illustrated account of tragedy and triumph. This is about firemen going in amidst the rubble, but it is also about a Frenchman in Paris holding up a sign that says, ""We are all Americans."" This is about our leaders taking charge, but it is also about schoolchildren in Iowa hanging an American flag on a tree in their backyard. Beginning with the history of lower Manhattan, the book explains what happened on September 11, profiles many of the heroes, victims and rescuers (fireman, police, doctors, and rescue dogs among them), and paints an inspiring portrait if a nation and world coming together in sadness, pride and resolve.The book is more than photographs. Explanatory text runs throughout, and the book also includes a selection of original essays about America and September 11, written by such notables as Maya Angelou, Thomas Keneally (<i>Schindler's List</i>), Stephen Ambrose, Melissa Fay Greene (<i>The Temple Bombing</i>), Andrei Codrescu, Gordon Parks, Doug Stanton (<i>In Harm's Way</i>), Bob Greene (<i>Duty</i>), James Bradley (<i>Flags of Our Fathers</i>), and others. <p>Ten percent of the cover price of this book will be donated to the<br />September 11th Fund of the New York Community Trust and the United Way of<br />New York City. The purpose of this fund is to help address the immediate<br />and longer-term needs of victims, their families, and communities affected<br />by the events of September 11, 2001.</p>",4.34,19.0,,,"{'Anger': 0.04199952729851098, 'Anticipation': 0.15218624438666978, 'Disgust': 0.013471992436776176, 'Fear': 0.14885369888915148, 'Joy': 0.16112030252895296, 'Sadness': 0.11713542897660127, 'Surprise': 0.03249822736941621, 'Trust': 0.332734578113921}",en
7930,7930,9788804390299,7332517,Se una notte d'inverno un viaggiatore,[Italo Calvino],"Italo Calvino's masterpiece combines a love story and a detective story into an exhilarating allegory of reading, in which the reader of the book becomes the book's central character. <br />Based on a witty analogy between the reader's desire to finish the story and the lover's desire to consummate his or her passion, If On A Winter's Night A Traveller is the tale of two bemused readers whose attempts to reach the end of the same book, If On A Winter's Night A Traveller by Italo Calvino, of course, are constantly and comically frustrated. In between chasing missing chapters of the book, the hapless readers tangle with an international conspiracy, a rogue translator, an elusive novelist, a disintegrating publishing house, and several oppressive governments. The result is a literary labyrinth of storylines that interrupt one another - an Arabian Nights of the postmodern age.",4.05,17.5,,,"{'Anger': 0.07309662603780251, 'Anticipation': 0.12308779367602897, 'Disgust': 0.07094152976505917, 'Fear': 0.160042395336513, 'Joy': 0.18816463522345878, 'Sadness': 0.16601307189542483, 'Surprise': 0.08309485956544779, 'Trust': 0.13555908850026496}",en
7940,7940,9780553380293,1120354,Flags of Our Fathers,"[James D. Bradley, Ron Powers]","In this unforgettable chronicle of perhaps the most famous moment in American military history, James Bradley has captured the glory, the triumph, the heartbreak, and the legacy of the six men who raised the flag at Iwo Jima. Here is the true story behind the immortal photograph that has come to symbolize the courage and indomitable will of America.<br /><br />In February 1945, American Marines plunged into the surf at Iwo Jima—and into history. Through a hail of machine-gun and mortar fire that left the beaches strewn with comrades, they battled to the island's highest peak. And after climbing through a landscape of hell itself, they raised a flag.<br /><br />Now the son of one of the flagraisers has written a powerful account of six very different young men who came together in a moment that will live forever.<br /><br />To his family, John Bradley never spoke of the photograph or the war. But after his death at age seventy, his family discovered closed boxes of letters and photos. In <b>Flags of Our Fathers</b>, James Bradley draws on those documents to retrace the lives of his father and the men of Easy Company. Following these men's paths to Iwo Jima, James Bradley has written a classic story of the heroic battle for the Pacific's most crucial island—an island riddled with Japanese tunnels and 22,000 fanatic defenders who would fight to the last man.<br /><br />But perhaps the most interesting part of the story is what happened after the victory. The men in the photo—three were killed during the battle—were proclaimed heroes and flown home, to become reluctant symbols. For two of them, the adulation was shattering. Only James Bradley's father truly survived, displaying no copy of the famous photograph in his home, telling his son only: ""The real heroes of Iwo Jima were the guys who didn't come back.""<br /><br />Few books ever have captured the complexity and furor of war and its aftermath as well as <b>Flags of Our Fathers</b>. A penetrating, epic look at a generation at war, this is history told with keen insight, enormous honesty, and the passion of a son paying homage to his father. It is the story of the difference between truth and myth, the meaning of being a hero, and the essence of the human experience of war.<br /><br /><br /><i>From the Hardcover edition.</i>",4.19,18.0,,,"{'Anger': 0.1067189423732055, 'Anticipation': 0.13987735927993403, 'Disgust': 0.035572980791068506, 'Fear': 0.1692704909214789, 'Joy': 0.16686788032369496, 'Sadness': 0.07389521749004889, 'Surprise': 0.04641461169748622, 'Trust': 0.261382517123083}",en
7947,7947,9780553260083,839102,The Bell Jar,[Sylvia Plath],"Plath was an excellent poet but is known to many for this largely autobiographical novel. <b>The Bell Jar</b> tells the story of a gifted young woman's mental breakdown beginning during a summer internship as a junior editor at a magazine in New York City in the early 1950s. The real Plath committed suicide in 1963 and left behind this scathingly sad, honest and perfectly-written book, which remains one of the best-told tales of a woman's descent into insanity.",4.01,17.0,,,"{'Anger': 0.05970397472143688, 'Anticipation': 0.06236487610177947, 'Disgust': 0.06280835966516991, 'Fear': 0.1960197350185709, 'Joy': 0.1742890404124397, 'Sadness': 0.19795997560840398, 'Surprise': 0.04590054881090969, 'Trust': 0.20095348966128943}",en
7956,7956,9780681990524,306632,The Poe Reader,[Edgar Allan Poe],"This classic series of plays, novels, and stories has been adapted, in a friendly format, for students reading at a various levels.<br /><br />Reading Level: 4-8<br /><br />Interest Level: 6-12",4.25,18.0,,,"{'Anger': 0.0, 'Anticipation': 0.12643993417443775, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.2457487657707076, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.6278113000548546}",en
7988,7988,9780679420293,17879,Crime and Punishment,"[Fyodor Dostoyevsky, Larissa Volokhonsky, Richard Pevear]","Raskolnikov, an impoverished student living in the St. Petersburg of the tsars, is determined to overreach his humanity and assert his untrammeled individual will. When he commits an act of murder and theft, he sets into motion a story that, for its excruciating suspense, its atmospheric vividness, and its depth of characterization and vision is almost unequaled in the literatures of the world. The best known of Dostoevsky’s masterpieces, Crime and Punishment can bear any amount of rereading without losing a drop of its power over our imaginations. Dostoevsky’s drama of sin, guilt, and redemption transforms the sordid story of an old woman’s murder into the nineteenth century’s profoundest and most compelling philosophical novel. Award-winning translators Richard Pevear and Larissa Volokhonsky render this elusive and wildly innovative novel with an energy, suppleness, and range of voice that do full justice to the genius of its creator.",4.22,17.0,,,"{'Anger': 0.13077600117353677, 'Anticipation': 0.09953058530145224, 'Disgust': 0.10613172949977996, 'Fear': 0.16786465209525206, 'Joy': 0.10532492298665101, 'Sadness': 0.1300425407070559, 'Surprise': 0.08175639333039948, 'Trust': 0.17857317490587257}",en
8000,8000,9780393314809,527869,Trainspotting,[Irvine Welsh],"Brace yourself, America, for Irvine Welsh's <i>Trainspotting</i>—the novel and the film that became the cult sensations of Britain.<br /><br /><i>Trainspotting</i> is the hilarious, appalling, riveting, bestselling, and altogether masterful first novel that launched the spectacular career of Irvine Welsh. It is an authentic, unrelenting, and strangely exhilarating group portrait of blasted lives in Edinburgh—as unforgettable a clutch of junkies, rude boys, and nutters as readers will ever encounter.",4.07,17.0,,,"{'Anger': 0.08863310878905215, 'Anticipation': 0.1753036651991726, 'Disgust': 0.06465814459237257, 'Fear': 0.18994324510687957, 'Joy': 0.20553758022595875, 'Sadness': 0.03755370498063969, 'Surprise': 0.17037076327374956, 'Trust': 0.06799978783217527}",en
8008,8008,9781843094364,2712133,The Encyclopedia of Music,"[Max Wade-Matthews, Wendy Thompson]","A comprehensive encyclopedia of musical instruments,covering all sections of the orchestra. An authoritative guide to over 100 of the most famous classical composers. Fully illustrated.Over 1000 photos &amp; illustrations.<br /><br />Previously published as separate volumes, <i>The World Encyclopedia of Musical Instruments</i>, and <i>The Great Composers</i>.",4.32,18.0,,,"{'Anger': 0.017095914742451156, 'Anticipation': 0.15264209591474243, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.22535523978685612, 'Sadness': 0.022091474245115452, 'Surprise': 0.0486234458259325, 'Trust': 0.5341918294849023}",en
8029,8029,9781560768258,671767,Rogues to Riches,[J. Robert King],"Two thieves steal a rose from two paladins, unaware that there is a curse on the rose, and must complete a dangerous quest in order to escape the curse while attempting to avoid capture by the paladins.",4.06,17.0,,,"{'Anger': 0.10795539033457248, 'Anticipation': 0.24540272614622058, 'Disgust': 0.10691449814126393, 'Fear': 0.21144981412639402, 'Joy': 0.12084262701363073, 'Sadness': 0.11370508054522924, 'Surprise': 0.030185873605947953, 'Trust': 0.06354399008674101}",en
8032,8032,9789024545599,41398094,Doden Wake,[Stephen King],"The road in front of Dr. Louis Creed's rural Maine home frequently claims the lives of neighborhood pets. Louis has recently moved from Chicago to Ludlow with his wife Rachel, their children and pet cat. Near their house, local children have created a cemetery for the dogs and cats killed by the steady stream of transports on the busy highway. Deeper in the woods lies another graveyard, an ancient Indian burial ground whose sinister properties Louis discovers when the family cat is killed.<br />source: stephenking.com",4.0,17.0,,,"{'Anger': 0.15123326286116984, 'Anticipation': 0.09396288466055908, 'Disgust': 0.05614282358468405, 'Fear': 0.21193328635189101, 'Joy': 0.1742541696030068, 'Sadness': 0.23833685694150808, 'Surprise': 0.004416255579046276, 'Trust': 0.06972046041813483}",en
8046,8046,9780060002497,294047,Amazonia,[James Rollins],"The Rand scientific expedition entered the lush wilderness of the Amazon and never returned. Years later, one of its members has stumbled out of the world’s most inhospitable rainforest: a former Special Forces soldier – scarred, mutilated, terrified, and mere hours from death – who went in with one arm missing…and came out with both intact.<br /><br />Unable to comprehend this inexplicable event, the government sends Nathan Rand into this impenetrable secret world of undreamed – of perils to follow the trail of his vanished father…toward mysteries that must be solved at any cost. But the nightmare that is awaiting Nate and his team of scientists and seasoned U.S. Army Rangers dwarfs any danger they anticipated…an ancient, unspoken terror – a power beyond human imagining-that can forever alter the world beyond the dark, lethal confines of the Amazon rainforest for better… and for worse.",4.12,16.0,,,"{'Anger': 0.07130797497268845, 'Anticipation': 0.14355943986493203, 'Disgust': 0.0831264276492204, 'Fear': 0.27517628364286423, 'Joy': 0.028925414638990968, 'Sadness': 0.2128562915880425, 'Surprise': 0.06460423080742875, 'Trust': 0.12044393683583277}",en
8047,8047,9780312980382,37619,"Warlock (Ancient Egypt, #3)",[Wilbur Smith],"<div>One of the world's most acclaimed adventure writers returns to the world of ancient Egypt with the stunning sequel to the<i> New York Times</i> bestselling <i>River God</i>. In the wake of a sixty-year war over the reign of the kingdoms of Egypt, two young pharaohs have risen to claim power, but only one can succeed, deciding the fate of his empire forever...<br /><br />The mission of Prince Nefer, rightful heir to the throne, is to rebuild a magnificent kingdom in the stark and tumbled ruins of the embattled city of Gallala. The desire of Lord Naja is to destroy his rival and rule the land with unholy supremacy. But Nefer has on his side the warlock Taita, a matchless ally and legendary priest of notorious powers...<br /><br />To see their dream come true, Nefer and Taita must stay one step ahead of the depraved assassin, survive the tortuous shadow of her ever-pursuing armies, and outwit the shocking betrayals of is own flesh and blood. As Nefer's courage increases, and as Taita's magic grows more beguiling, so grows stronger the power of their tireless enemies....<br /><br />Now, with the threat of tyranny and blood thundering closer and closer toward the vulnerable gates of Gallala, the ultimate battle for Egypt will begin...<br /></div>",4.05,16.0,,,"{'Anger': 0.12487731566678933, 'Anticipation': 0.16054778554778554, 'Disgust': 0.058811802232854864, 'Fear': 0.19977610109189056, 'Joy': 0.1045423874371243, 'Sadness': 0.09000429395166239, 'Surprise': 0.05608207581891793, 'Trust': 0.20535823825297514}",en
8049,8049,9780886775988,795034,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",[Tad Williams],"A novel of vast scope, detail, and complexity, <b>To Green Angel Tower</b> is the momentous tour-de-force finale of a ground-breaking series. Replete with war, deception, adventure, sorcery, and romance, To Green Angel Tower brings to a stunning and surprising conclusion Tad Williams' monumental tale of a magical conflict which fractures the very fabric of time and space, turning both humans and Sithi against those of their own blood.<br /><br />As the evil minions of the undead Sithi Storm King prepare for the kingdom-shattering culmination of their dark sorceries and King Elias is drawn ever deeper into their nightmarish, spell-spun world, the loyal allies of Prince Josua desperately struggle to rally their forces at The Stone of Farewell. And with time running out, the remaining members of the now-devastated League of the Scroll have also gathered there to unravel mysteries from the forgotten past. For if the League can reclaim these age-old secrets of magic long-buried beneath the dusts of time, they may be able to reveal to Josua and his army the only means of striking down the unslayable foe.<br /><br />But whether or not the League is successful in its quest, the call of battle will lead the valiant followers of Josua Lackhand across storm tossed seas brimming with bloodthirsty kilpa...through forests swarming with those both mind- and soul-lost... through ancient caverns built by legendary Dwarrows...to the haunted halls of Asu'a itself—the Sithi's greatest stronghold!",4.2,16.0,,,"{'Anger': 0.11001987105259395, 'Anticipation': 0.133950908493088, 'Disgust': 0.03955626081113922, 'Fear': 0.18322825978184729, 'Joy': 0.10591699904218667, 'Sadness': 0.12515903989935814, 'Surprise': 0.11299338108104243, 'Trust': 0.18917527983874421}",en
8062,8062,9780201050714,331046,The Continuum Concept: In Search of Happiness Lost,[Jean Liedloff],"<br /><br /> Jean Liedloff, an American writer, spent two and a half years in the South American jungle living with Stone Age Indians. The experience demolished her Western preconceptions of how we should live and led her to a radically different view of what human nature really is. She offers a new understanding of how we have lost much of our natural well-being and shows us practical ways to regain it for our children and for ourselves.",4.03,18.0,,,"{'Anger': 0.028249206175407857, 'Anticipation': 0.11113544289937588, 'Disgust': 0.0, 'Fear': 0.023978977334939228, 'Joy': 0.30012044235191065, 'Sadness': 0.13686630898937915, 'Surprise': 0.0, 'Trust': 0.39964962224898715}",en
8082,8082,9780141304892,416479,The Power Of One (Puffin Young Readers),[Bryce Courtenay],"Born in a South Africa divided by racism and hatred, little six-year-old Peekay learns that small can beat big. Armed with this knowledge, he resolves to take on the injustices of his country, and sets his heart on becoming the welterweight champion of the world.<br /><br />Peekay starts to take boxing lessons, makes new friends, collects cacti and plays the piano. Above all, he learns to think with his head and then with his heart. He discovers that nothing can defeat the determination to be true to yourself: that this is the power of one.",4.34,19.0,,,"{'Anger': 0.1824977574005781, 'Anticipation': 0.1043057908900628, 'Disgust': 0.033888169042160875, 'Fear': 0.1265324429383036, 'Joy': 0.14058606598225856, 'Sadness': 0.11038572710056813, 'Surprise': 0.017143426691916677, 'Trust': 0.2846606199541513}",en
8090,8090,9780330333405,868446,J is for Judgment (Kinsey Millhone Mystery),[Sue Grafton],"""J"" is for Jaffe: Wendell Jaffe, dead these past five years. Or so it seemed until his former insurance agent spotted him in the bar of a dusty little resort halfway between Cabo San Lucas and La Paz.<br /><br /><i>""In truth, the facts about Wendell Jaffe had nothing to do with my family history, but murder is seldom tidy and no one ever said revelations operate in a straight line. It was my investigation into the dead man's past that triggered the inquiry into my own, and in the end the two stories became difficult to separate.""</i><br /><br />Five years ago, when Jaffe's thirty-five-foot Fuji ketch was found drifting off the Baja coast, it seemed a sure thing he'd gone overboard. The note he left behind admitted he was flat broke, his business bankrupt, his real estate gambit nothing but a huge Ponzi scheme about to collapse, with criminal indictment certain to follow. When the authorities soon after descended on his banks and his books, there was nothing left: Jaffe had stripped the lot.<br /><br /><i>""Given my insatiable curiosity and my natural inclination to poke my nose in where it doesn't belong, it was odd to realize how little attention I'd paid to my own past. I'd simply accepted what I was told, constructing my personal mythology on the flimsiest of facts.""</i><br /><br />But Jaffe wasn't quite without assets. There was the $500,000 life insurance policy made out to his wife and underwritten by California Fidelity. With no corpse to prove death, however, the insurance company was in no hurry to pay the claim. Dana Jaffe had to wait out the statutory five years until her missing husband could be declared legally dead. Just two months before Wendell Jaffe was sighted in that dusty resort bar, California Fidelity finally paid in full. Now they wanted the truth. And they were willing to hire Kinsey Millhone to dig it up.<br /><br />As Kinsey pushes deeper into the mystery surrounding Wendell Jaffe's pseudocide, she explores her own past, discovering that in family matters as in crime, sometimes it's better to reserve judgment.<br /><br />""J"" is for judgment: the kind we're quick to make and often quicker to regret.<br /><br /><i>""J"" Is for Judgment</i>: Kinsey Millhone's tenth excursion into the dark places of the heart where duplicity is the governing rule and murder the too-frequent result.",4.02,19.0,,,"{'Anger': 0.0818442749810057, 'Anticipation': 0.15250302501618032, 'Disgust': 0.0673664068435715, 'Fear': 0.13373385485550274, 'Joy': 0.08837268199341532, 'Sadness': 0.1471705546331992, 'Surprise': 0.08198497340799729, 'Trust': 0.24702422826912795}",en
8103,8103,9780552134644,833424,Reaper Man (Discworld #11),[Terry Pratchett],"<i>'Death has to happen. That's what bein' alive is all about. You're alive, and then you're dead. It can't just stop happening.'</i><br /><br />But it can. And it has. So what happens after death is now less of a philosophical question than a question of actual reality. On the Disc, as here, they need Death. If Death doesn't come for you, then what are you supposed to do in the meantime? You can't have the undead wandering about like lost souls. There's no telling what might happen, particularly when they discover that life really is only for the living...",4.28,17.0,,,"{'Anger': 0.10060413124479975, 'Anticipation': 0.2364432225156459, 'Disgust': 0.09492457403320913, 'Fear': 0.13772021850016278, 'Joy': 0.10972036320225736, 'Sadness': 0.16575624932170893, 'Surprise': 0.08363781065730926, 'Trust': 0.07119343052490684}",en
8128,8128,9780849938948,1246320,The Oath,[Frank E. Peretti],"An ancient sin. A long forgotten oath. A town with a deadly secret.<br /><br />Something sinister is at work in Hyde River, an isolated mining town in the mountains of the Pacific Northwest. Something evil.<br /><br />Under the cover of darkness, a predator strikes without warning--taking life in the most chilling and savage fashion.<br /><br />The community of Hyde River watches in terror as residents suddenly vanish. Yet the more locals are pressed for information, the more they close ranks, sworn to secrecy by their forefathers' hidden sins.<br /><br />Only when Hyde River's secrets are exposed is the true extent of the danger fully revealed. What the town discovers is something far more deadly than anything they'd imagined. Something that doesn't just stalk its victims, but has the power to turn hearts black with decay as it slowly fills their souls with darkness.",4.07,17.5,,,"{'Anger': 0.13640133551666206, 'Anticipation': 0.03170788762945792, 'Disgust': 0.11479488760819172, 'Fear': 0.2716117644556919, 'Joy': 0.06286285434787232, 'Sadness': 0.18860982923250325, 'Surprise': 0.06543606320311336, 'Trust': 0.12857537800650745}",en
8156,8156,9780091842055,332480,The Blue Day Book,[Bradley Trevor Greive],"iThe Blue Day Book/i is a wonderful collection of amusing, poignant animal photos and inspirational text designed to lift the spirits of anyone who s got the blues. No one who has lips will be able to read it without smiling; it s guaranteed. The fact is, we all have our bad days -- they are an intrinsic part of being human. As prescribed by iThe Blue Day Book/i in its delightful photo and text messages, the solution is to see each incident in perspective, recognize that our feelings of failure and loss are not unique, and acknowledge the absurdities of our existence, and glory in the potential we all have. In less than one hundred sentences, iThe Blue Day Book/i conveys this message with great compassion and humor. Its vehicle is charming black-and-white photographs of animals that are strangely human and completely free of judgment or pretension. The humble marriage of easy text and beautiful images takes us through the entire evolution of a blue day -- examines what it feels like, what causes it, and how to get over it.",4.03,13.0,,,"{'Anger': 0.05699752804715725, 'Anticipation': 0.13182163909488492, 'Disgust': 0.03028142232363567, 'Fear': 0.12759079672941623, 'Joy': 0.2641661912911199, 'Sadness': 0.11639570260505798, 'Surprise': 0.06945236737022246, 'Trust': 0.20329435253850545}",en
8186,8186,9780723229414,2885153,The Tale of Benjamin Bunny,[Beatrix Potter],"To celebrate Peter's birthday, Frederick Warne is publishing new editions of all 23 of Potter's original tales, which take the very first printings of Potter's works as their guide. The aim of these editions is to be as close as possible to Beatrix Potter's intentions while benefiting from modern printing and design techniques.The colors and details of the watercolors in the volumes are reproduced more accurately than ever before, and it has now been possible to disguise damage that has affected the artwork over the years. Most notably, The Tale of Peter Rabbit restores six of Potter's original illustrations. Four were sacrificed in 1903 to make space for illustrated endpapers, and two have never been used before.<br /><br />Of course, Beatrix Potter created many memorable children's characters, including Benjamin Bunny, Tom Kitten, Jemima Puddle-duck and Jeremy Fisher. But whatever the tale, both children and adults alike can be delighted by the artistry in Potter's illustrations, while they also enjoy a very good read. Because they have always been completely true to a child's experience, Potter's 23 books continue to endure.",4.27,13.0,,,"{'Anger': 0.02103271351115316, 'Anticipation': 0.25304756013245516, 'Disgust': 0.039518212583239336, 'Fear': 0.02045049306793785, 'Joy': 0.33397620173938347, 'Sadness': 0.04312070157563408, 'Surprise': 0.07365088606673702, 'Trust': 0.21520323132345984}",en
8215,8215,9780345350688,10317884,The Autobiography Of Malcolm X,"[Malcolm X, Alex Haley]","<i>An alternate cover edition for this ISBN can be found:</i><a href=""https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X"" rel=""nofollow"">
  <i>here</i>
</a><br /><br />Through a life of passion and struggle, Malcolm X became one of the most influential figures of the 20th Century. In this riveting account, he tells of his journey from a prison cell to Mecca, describing his transition from hoodlum to Muslim minister. Here, the man who called himself ""the angriest Black man in America"" relates how his conversion to true Islam helped him confront his rage and recognize the brotherhood of all mankind. <br />An established classic of modern America, ""The Autobiography of Malcolm X"" was hailed by the New York Times as ""Extraordinary. A brilliant, painful, important book."" Still extraordinary, still important, this electrifying story has transformed Malcom X's life into his legacy. The strength of his words, the power of his ideas continue to resonate more than a generation after they first appeared.",4.32,18.0,,,"{'Anger': 0.12993766458881964, 'Anticipation': 0.13050435014500486, 'Disgust': 0.024467482249408316, 'Fear': 0.09063635454515151, 'Joy': 0.16773892463082102, 'Sadness': 0.06680222674089137, 'Surprise': 0.023700790026334212, 'Trust': 0.3662122070735691}",en
